	ID	UniProt
0	CHEMBL1194325	P0DTD1
1	CHEMBL1194325	P20309
2	CHEMBL1194325	O95342
3	CHEMBL2095212	P0DTD1
4	CHEMBL2095212	P10635
5	CHEMBL2105717	P78368
6	CHEMBL2105717	P04629
7	CHEMBL2105717	O00764
8	CHEMBL2105717	P06213
9	CHEMBL2105717	P49137
10	CHEMBL2105717	Q92499
11	CHEMBL2105717	P00533
12	CHEMBL2105717	O75460
13	CHEMBL2105717	P22830
14	CHEMBL2105717	P50750
15	CHEMBL2105717	Q8TBX8
16	CHEMBL2105717	Q9NYV4
17	CHEMBL2105717	P12236
18	CHEMBL2105717	O15254
19	CHEMBL2105717	Q86TW2
20	CHEMBL2105717	O95819
21	CHEMBL2105717	P29323
22	CHEMBL2105717	P16083
23	CHEMBL2105717	Q9UM73
24	CHEMBL2105717	P06239
25	CHEMBL2105717	Q06187
26	CHEMBL2105717	P29597
27	CHEMBL2105717	P28482
28	CHEMBL2105717	Q7KZI7
29	CHEMBL2105717	Q9UBE8
30	CHEMBL2105717	P51617
31	CHEMBL2105717	P31153
32	CHEMBL2105717	P22694
33	CHEMBL2105717	P10398
34	CHEMBL2105717	Q13873
35	CHEMBL2105717	O75676
36	CHEMBL2105717	Q13164
37	CHEMBL2105717	P35580
38	CHEMBL2105717	O14965
39	CHEMBL2105717	P31751
40	CHEMBL2105717	Q9NU22
41	CHEMBL2105717	Q15067
42	CHEMBL2105717	Q14004
43	CHEMBL2105717	P22234
44	CHEMBL2105717	P08581
45	CHEMBL2105717	P07948
46	CHEMBL2105717	Q8IYD1
47	CHEMBL2105717	P49748
48	CHEMBL2105717	Q9P289
49	CHEMBL2105717	Q86XP3
50	CHEMBL2105717	P53350
51	CHEMBL2105717	Q9UKE5
52	CHEMBL2105717	Q14683
53	CHEMBL2105717	P20340
54	CHEMBL2105717	P49841
55	CHEMBL2105717	Q13188
56	CHEMBL2105717	P19784
57	CHEMBL2105717	Q9BZE4
58	CHEMBL2105717	P11274
59	CHEMBL2105717	Q9BZL6
60	CHEMBL2105717	P36897
61	CHEMBL2105717	P16234
62	CHEMBL2105717	P33991
63	CHEMBL2105717	P11309
64	CHEMBL2105717	P54756
65	CHEMBL2105717	Q9P2R7
66	CHEMBL2105717	P54577
67	CHEMBL2105717	Q9UK32
68	CHEMBL2105717	P30519
69	CHEMBL2105717	P53779
70	CHEMBL2105717	Q9NSY1
71	CHEMBL2105717	Q8NI60
72	CHEMBL2105717	P45984
73	CHEMBL2105717	P06493
74	CHEMBL2105717	P22612
75	CHEMBL2105717	O60674
76	CHEMBL2105717	P43686
77	CHEMBL2105717	Q9NTK5
78	CHEMBL2105717	Q9H773
79	CHEMBL2105717	Q9NSD9
80	CHEMBL2105717	Q9UPZ9
81	CHEMBL2105717	P36888
82	CHEMBL2105717	Q00536
83	CHEMBL2105717	P07949
84	CHEMBL2105717	Q05513
85	CHEMBL2105717	Q58FF8
86	CHEMBL2105717	Q13131
87	CHEMBL2105717	Q15746
88	CHEMBL2105717	Q9H2G2
89	CHEMBL2105717	Q9Y572
90	CHEMBL2105717	P52564
91	CHEMBL2105717	P08574
92	CHEMBL2105717	P27361
93	CHEMBL2105717	P36507
94	CHEMBL2105717	Q9Y243
95	CHEMBL2105717	O00264
96	CHEMBL2105717	Q14164
97	CHEMBL2105717	P07332
98	CHEMBL2105717	Q00537
99	CHEMBL2105717	Q7Z406
100	CHEMBL2105717	P51955
101	CHEMBL2105717	P10721
102	CHEMBL2105717	P05771
103	CHEMBL2105717	Q13547
104	CHEMBL2105717	Q15418
105	CHEMBL2105717	P30085
106	CHEMBL2105717	O75385
107	CHEMBL2105717	Q7L2E3
108	CHEMBL2105717	P49760
109	CHEMBL2105717	O43353
110	CHEMBL2105717	P12931
111	CHEMBL2105717	Q01813
112	CHEMBL2105717	P07741
113	CHEMBL2105717	P53671
114	CHEMBL2105717	Q04912
115	CHEMBL2105717	P37173
116	CHEMBL2105717	O14578
117	CHEMBL2105717	Q02750
118	CHEMBL2105717	Q02763
119	CHEMBL2105717	P17948
120	CHEMBL2105717	P42684
121	CHEMBL2105717	Q07912
122	CHEMBL2105717	P49411
123	CHEMBL2105717	Q16566
124	CHEMBL2105717	P49759
125	CHEMBL2105717	Q14680
126	CHEMBL2105717	P18074
127	CHEMBL2105717	Q13418
128	CHEMBL2105717	O15197
129	CHEMBL2105717	Q16513
130	CHEMBL2105717	P25098
131	CHEMBL2105717	P55263
132	CHEMBL2105717	P42285
133	CHEMBL2105717	Q9NYL2
134	CHEMBL2105717	P29317
135	CHEMBL2105717	P54764
136	CHEMBL2105717	P61158
137	CHEMBL2105717	Q6DT37
138	CHEMBL2105717	P54819
139	CHEMBL2105717	Q8IW41
140	CHEMBL2105717	Q9Y463
141	CHEMBL2105717	P0DTD1
142	CHEMBL2105717	P42680
143	CHEMBL2105717	Q99759
144	CHEMBL2105717	P33981
145	CHEMBL2105717	P36894
146	CHEMBL2105717	O95347
147	CHEMBL2105717	Q02880
148	CHEMBL2105717	P27448
149	CHEMBL2105717	Q96RR4
150	CHEMBL2105717	O75643
151	CHEMBL2105717	Q9UL54
152	CHEMBL2105717	Q9Y4K4
153	CHEMBL2105717	Q9Y2K2
154	CHEMBL2105717	Q9NSE4
155	CHEMBL2105717	Q709F0
156	CHEMBL2105717	P51159
157	CHEMBL2105717	Q9HAZ1
158	CHEMBL2105717	P05141
159	CHEMBL2105717	P36896
160	CHEMBL2105717	P61160
161	CHEMBL2105717	Q13470
162	CHEMBL2105717	Q9BQI3
163	CHEMBL2105717	Q5VT25
164	CHEMBL2105717	Q2M2I8
165	CHEMBL2105717	P04899
166	CHEMBL2105717	Q15759
167	CHEMBL2105717	Q16584
168	CHEMBL2105717	P35916
169	CHEMBL2105717	Q32MK0
170	CHEMBL2105717	Q13233
171	CHEMBL2105717	Q9NQU5
172	CHEMBL2105717	O00311
173	CHEMBL2105717	Q8IVH8
174	CHEMBL2105717	O95382
175	CHEMBL2105717	P48729
176	CHEMBL2105717	O94804
177	CHEMBL2105717	P11802
178	CHEMBL2105717	P16591
179	CHEMBL2105717	P11362
180	CHEMBL2105717	P35968
181	CHEMBL2105717	Q9Y616
182	CHEMBL2105717	Q13555
183	CHEMBL2105717	P00519
184	CHEMBL2105717	Q8TDX7
185	CHEMBL2105717	P54619
186	CHEMBL2105717	P38117
187	CHEMBL2105717	P42685
188	CHEMBL2105717	P23443
189	CHEMBL2105717	Q00534
190	CHEMBL2105717	O43683
191	CHEMBL2105717	P48730
192	CHEMBL2105717	P12268
193	CHEMBL2105717	O95835
194	CHEMBL2105717	Q13627
195	CHEMBL2105717	P33176
196	CHEMBL2105717	P30086
197	CHEMBL2105717	P17612
198	CHEMBL2105717	P30530
199	CHEMBL2105717	Q96S44
200	CHEMBL2105717	P46734
201	CHEMBL2105717	Q9UHD8
202	CHEMBL2105717	P30291
203	CHEMBL2105717	Q15392
204	CHEMBL2105717	Q7L7X3
205	CHEMBL2105717	O00571
206	CHEMBL2105717	Q13557
207	CHEMBL2105717	Q9Y5S2
208	CHEMBL2105717	Q9H2K8
209	CHEMBL2105717	Q13177
210	CHEMBL2105717	Q14289
211	CHEMBL2105717	Q05655
212	CHEMBL2105717	Q16204
213	CHEMBL2105717	P31749
214	CHEMBL2105717	Q9HCP0
215	CHEMBL2105717	Q9P0J0
216	CHEMBL2105717	P49840
217	CHEMBL2105717	Q9UGJ0
218	CHEMBL2105717	Q9UHD2
219	CHEMBL2105717	Q9Y6E0
220	CHEMBL2105717	P49674
221	CHEMBL2105717	Q9Y6M4
222	CHEMBL2105717	Q9ULC5
223	CHEMBL2105717	Q96PY6
224	CHEMBL2105717	O14976
225	CHEMBL2105717	Q9Y2U5
226	CHEMBL2105717	Q99683
227	CHEMBL2105717	P31689
228	CHEMBL2105717	P54753
229	CHEMBL2105717	Q15375
230	CHEMBL2105717	Q13464
231	CHEMBL2105717	Q04759
232	CHEMBL2105717	Q16539
233	CHEMBL2105717	Q13043
234	CHEMBL2105717	O94806
235	CHEMBL2105717	O14757
236	CHEMBL2105717	Q04771
237	CHEMBL2105717	Q6JQN1
238	CHEMBL2105717	Q9Y6R4
239	CHEMBL2105717	Q6PHR2
240	CHEMBL2105717	Q16512
241	CHEMBL2105717	P49761
242	CHEMBL2105717	Q9H0A0
243	CHEMBL2105717	Q96GD4
244	CHEMBL2105717	P49589
245	CHEMBL2105717	Q6ZSR9
246	CHEMBL2105717	Q92918
247	CHEMBL2105717	P41250
248	CHEMBL2105717	Q13882
249	CHEMBL2105717	Q96L34
250	CHEMBL2105717	P51812
251	CHEMBL2105717	Q8TD19
252	CHEMBL2105717	O75582
253	CHEMBL2105717	P61026
254	CHEMBL2105717	P17252
255	CHEMBL2105717	P06241
256	CHEMBL2105717	P08240
257	CHEMBL2105717	Q99640
258	CHEMBL2105717	P07947
259	CHEMBL2105717	Q13976
260	CHEMBL2105717	P08069
261	CHEMBL2105717	Q76MJ5
262	CHEMBL2105717	P27707
263	CHEMBL2105717	Q7RTN6
264	CHEMBL2105717	O96013
265	CHEMBL2105717	O75716
266	CHEMBL2105717	Q9Y2W1
267	CHEMBL2105717	O00238
268	CHEMBL2105717	Q16832
269	CHEMBL2105717	P48426
270	CHEMBL2105717	Q00535
271	CHEMBL2105717	P23458
272	CHEMBL2105717	P15735
273	CHEMBL2105717	Q9NWZ3
274	CHEMBL2105717	P41743
275	CHEMBL2105717	Q5HYI8
276	CHEMBL2105717	Q13705
277	CHEMBL2105717	Q15831
278	CHEMBL2105717	P43405
279	CHEMBL2105717	Q8TD08
280	CHEMBL2105717	Q08345
281	CHEMBL2105717	Q00526
282	CHEMBL2105717	Q13163
283	CHEMBL2105717	P15056
284	CHEMBL2105717	O60841
285	CHEMBL2105717	P24941
286	CHEMBL2105717	O75116
287	CHEMBL2105717	O00444
288	CHEMBL2105717	O60313
289	CHEMBL2105717	Q12851
290	CHEMBL2105717	P06737
291	CHEMBL2105717	P13861
292	CHEMBL2105717	P62826
293	CHEMBL2105717	Q9H0K1
294	CHEMBL2105717	P54760
295	CHEMBL2105717	P45983
296	CHEMBL2105717	P11216
297	CHEMBL2105717	P09619
298	CHEMBL2105717	Q05397
299	CHEMBL2105717	P41240
300	CHEMBL2105717	P51956
301	CHEMBL2105717	P08631
302	CHEMBL2105717	P26196
303	CHEMBL2105717	Q9H093
304	CHEMBL2105717	P50613
305	CHEMBL2105717	Q14839
306	CHEMBL2105717	P53667
307	CHEMBL1214124	P42261
308	CHEMBL1214124	P0DTD1
309	CHEMBL360328	Q60F97
310	CHEMBL360328	P23975
311	CHEMBL360328	P28223
312	CHEMBL360328	P41595
313	CHEMBL360328	P31645
314	CHEMBL360328	P28335
315	CHEMBL360328	Q01959
316	CHEMBL354541	P0DTD1
317	CHEMBL354541	P55157
318	CHEMBL2010601	P11712
319	CHEMBL2010601	P33261
320	CHEMBL2010601	P13569
321	CHEMBL2010601	P05181
322	CHEMBL2010601	P0DTD1
323	CHEMBL2010601	P08684
324	CHEMBL2010601	P10635
325	CHEMBL2010601	P05177
326	CHEMBL231779	P0DTD1
327	CHEMBL231779	P07478
328	CHEMBL231779	O19045
329	CHEMBL231779	P35030
330	CHEMBL231779	P00734
331	CHEMBL231779	P00742
332	CHEMBL231779	P07477
333	CHEMBL1171837	P78368
334	CHEMBL1171837	O00764
335	CHEMBL1171837	P06213
336	CHEMBL1171837	P49137
337	CHEMBL1171837	Q92499
338	CHEMBL1171837	P00533
339	CHEMBL1171837	P21802
340	CHEMBL1171837	O75460
341	CHEMBL1171837	P22830
342	CHEMBL1171837	Q8TBX8
343	CHEMBL1171837	P50750
344	CHEMBL1171837	Q9NYV4
345	CHEMBL1171837	P12236
346	CHEMBL1171837	O15254
347	CHEMBL1171837	Q86TW2
348	CHEMBL1171837	O95819
349	CHEMBL1171837	P29323
350	CHEMBL1171837	P16083
351	CHEMBL1171837	P06239
352	CHEMBL1171837	Q06187
353	CHEMBL1171837	P29597
354	CHEMBL1171837	P28482
355	CHEMBL1171837	Q7KZI7
356	CHEMBL1171837	Q9UBE8
357	CHEMBL1171837	P51617
358	CHEMBL1171837	P31153
359	CHEMBL1171837	Q96S53
360	CHEMBL1171837	P22694
361	CHEMBL1171837	P10398
362	CHEMBL1171837	Q13873
363	CHEMBL1171837	Q13164
364	CHEMBL1171837	O75676
365	CHEMBL1171837	P35580
366	CHEMBL1171837	O14965
367	CHEMBL1171837	P31751
368	CHEMBL1171837	Q9NU22
369	CHEMBL1171837	Q15067
370	CHEMBL1171837	Q14004
371	CHEMBL1171837	P22234
372	CHEMBL1171837	P08581
373	CHEMBL1171837	P07948
374	CHEMBL1171837	Q9P289
375	CHEMBL1171837	P49748
376	CHEMBL1171837	P53350
377	CHEMBL1171837	Q9UKE5
378	CHEMBL1171837	Q14683
379	CHEMBL1171837	P20340
380	CHEMBL1171837	P49841
381	CHEMBL1171837	Q15569
382	CHEMBL1171837	Q13188
383	CHEMBL1171837	P19784
384	CHEMBL1171837	P11274
385	CHEMBL1171837	Q9BZL6
386	CHEMBL1171837	P36897
387	CHEMBL1171837	P16234
388	CHEMBL1171837	P33991
389	CHEMBL1171837	Q15835
390	CHEMBL1171837	P54756
391	CHEMBL1171837	P11309
392	CHEMBL1171837	Q9P2R7
393	CHEMBL1171837	P54577
394	CHEMBL1171837	P53779
395	CHEMBL1171837	P30519
396	CHEMBL1171837	Q9NSY1
397	CHEMBL1171837	Q8NI60
398	CHEMBL1171837	Q9UK32
399	CHEMBL1171837	P45984
400	CHEMBL1171837	P06493
401	CHEMBL1171837	P22612
402	CHEMBL1171837	O60674
403	CHEMBL1171837	P43686
404	CHEMBL1171837	P37023
405	CHEMBL1171837	Q9NTK5
406	CHEMBL1171837	Q9H773
407	CHEMBL1171837	Q9NSD9
408	CHEMBL1171837	Q9UPZ9
409	CHEMBL1171837	P36888
410	CHEMBL1171837	Q00536
411	CHEMBL1171837	P07949
412	CHEMBL1171837	Q58FF8
413	CHEMBL1171837	Q13131
414	CHEMBL1171837	Q15746
415	CHEMBL1171837	Q9H2G2
416	CHEMBL1171837	Q9Y572
417	CHEMBL1171837	P52564
418	CHEMBL1171837	Q14164
419	CHEMBL1171837	P27361
420	CHEMBL1171837	Q9Y243
421	CHEMBL1171837	P36507
422	CHEMBL1171837	Q12809
423	CHEMBL1171837	P08574
424	CHEMBL1171837	P07332
425	CHEMBL1171837	Q00537
426	CHEMBL1171837	Q7Z406
427	CHEMBL1171837	P51955
428	CHEMBL1171837	Q13546
429	CHEMBL1171837	P10721
430	CHEMBL1171837	P05771
431	CHEMBL1171837	O75385
432	CHEMBL1171837	Q15418
433	CHEMBL1171837	P49760
434	CHEMBL1171837	Q56UN5
435	CHEMBL1171837	O43353
436	CHEMBL1171837	P12931
437	CHEMBL1171837	Q01813
438	CHEMBL1171837	P07741
439	CHEMBL1171837	P53671
440	CHEMBL1171837	Q04912
441	CHEMBL1171837	P37173
442	CHEMBL1171837	O14578
443	CHEMBL1171837	Q02750
444	CHEMBL1171837	P17948
445	CHEMBL1171837	P42684
446	CHEMBL1171837	Q07912
447	CHEMBL1171837	P49411
448	CHEMBL1171837	Q16566
449	CHEMBL1171837	P49759
450	CHEMBL1171837	Q14680
451	CHEMBL1171837	P18074
452	CHEMBL1171837	Q13418
453	CHEMBL1171837	O15197
454	CHEMBL1171837	Q16513
455	CHEMBL1171837	P25098
456	CHEMBL1171837	P55263
457	CHEMBL1171837	P42285
458	CHEMBL1171837	Q9HC98
459	CHEMBL1171837	P29317
460	CHEMBL1171837	P54764
461	CHEMBL1171837	P61158
462	CHEMBL1171837	Q9NYL2
463	CHEMBL1171837	Q6DT37
464	CHEMBL1171837	P54819
465	CHEMBL1171837	Q8IW41
466	CHEMBL1171837	Q3MIX3
467	CHEMBL1171837	P0DTD1
468	CHEMBL1171837	Q96SW2
469	CHEMBL1171837	P42680
470	CHEMBL1171837	Q99759
471	CHEMBL1171837	P33981
472	CHEMBL1171837	P36894
473	CHEMBL1171837	O95347
474	CHEMBL1171837	Q02880
475	CHEMBL1171837	P27448
476	CHEMBL1171837	Q96RR4
477	CHEMBL1171837	P21709
478	CHEMBL1171837	P22455
479	CHEMBL1171837	O75643
480	CHEMBL1171837	Q9UL54
481	CHEMBL1171837	Q9Y4K4
482	CHEMBL1171837	Q9Y2K2
483	CHEMBL1171837	P29376
484	CHEMBL1171837	Q709F0
485	CHEMBL1171837	P51159
486	CHEMBL1171837	P05141
487	CHEMBL1171837	P36896
488	CHEMBL1171837	P61160
489	CHEMBL1171837	Q13470
490	CHEMBL1171837	Q9BQI3
491	CHEMBL1171837	Q5VT25
492	CHEMBL1171837	Q2M2I8
493	CHEMBL1171837	P04899
494	CHEMBL1171837	Q15759
495	CHEMBL1171837	Q16584
496	CHEMBL1171837	P22607
497	CHEMBL1171837	Q13233
498	CHEMBL1171837	Q9NQU5
499	CHEMBL1171837	Q8IVH8
500	CHEMBL1171837	P48729
501	CHEMBL1171837	O94804
502	CHEMBL1171837	P11802
503	CHEMBL1171837	P16591
504	CHEMBL1171837	P11362
505	CHEMBL1171837	P35968
506	CHEMBL1171837	Q9Y616
507	CHEMBL1171837	Q13555
508	CHEMBL1171837	P00519
509	CHEMBL1171837	P54619
510	CHEMBL1171837	P38117
511	CHEMBL1171837	P42685
512	CHEMBL1171837	P57059
513	CHEMBL1171837	P23443
514	CHEMBL1171837	Q00534
515	CHEMBL1171837	O43683
516	CHEMBL1171837	P48730
517	CHEMBL1171837	P12268
518	CHEMBL1171837	O95835
519	CHEMBL1171837	Q13627
520	CHEMBL1171837	P30086
521	CHEMBL1171837	P17612
522	CHEMBL1171837	Q96S44
523	CHEMBL1171837	P46734
524	CHEMBL1171837	Q9UHD8
525	CHEMBL1171837	P11388
526	CHEMBL1171837	P30291
527	CHEMBL1171837	Q15392
528	CHEMBL1171837	Q7L7X3
529	CHEMBL1171837	O00571
530	CHEMBL1171837	Q13557
531	CHEMBL1171837	Q9P1W9
532	CHEMBL1171837	Q9H2K8
533	CHEMBL1171837	Q13177
534	CHEMBL1171837	Q14289
535	CHEMBL1171837	Q05655
536	CHEMBL1171837	Q16204
537	CHEMBL1171837	Q9Y5S2
538	CHEMBL1171837	P31749
539	CHEMBL1171837	Q9HCP0
540	CHEMBL1171837	Q9P0J0
541	CHEMBL1171837	P49840
542	CHEMBL1171837	Q9UGJ0
543	CHEMBL1171837	Q9UHD2
544	CHEMBL1171837	P49674
545	CHEMBL1171837	Q9Y6M4
546	CHEMBL1171837	Q9ULC5
547	CHEMBL1171837	Q96PY6
548	CHEMBL1171837	O14976
549	CHEMBL1171837	Q9Y2U5
550	CHEMBL1171837	Q99683
551	CHEMBL1171837	P31689
552	CHEMBL1171837	P54753
553	CHEMBL1171837	Q13464
554	CHEMBL1171837	Q16539
555	CHEMBL1171837	Q13043
556	CHEMBL1171837	O94806
557	CHEMBL1171837	O14757
558	CHEMBL1171837	Q04771
559	CHEMBL1171837	Q6JQN1
560	CHEMBL1171837	Q9Y6R4
561	CHEMBL1171837	Q6PHR2
562	CHEMBL1171837	Q16512
563	CHEMBL1171837	Q9H0A0
564	CHEMBL1171837	Q96GD4
565	CHEMBL1171837	P49589
566	CHEMBL1171837	P09769
567	CHEMBL1171837	Q6ZSR9
568	CHEMBL1171837	Q92918
569	CHEMBL1171837	P41250
570	CHEMBL1171837	Q13882
571	CHEMBL1171837	Q96L34
572	CHEMBL1171837	P51812
573	CHEMBL1171837	Q8TD19
574	CHEMBL1171837	O75582
575	CHEMBL1171837	P61026
576	CHEMBL1171837	P17252
577	CHEMBL1171837	P06241
578	CHEMBL1171837	P08240
579	CHEMBL1171837	Q99640
580	CHEMBL1171837	P07947
581	CHEMBL1171837	P08069
582	CHEMBL1171837	Q76MJ5
583	CHEMBL1171837	P27707
584	CHEMBL1171837	Q7RTN6
585	CHEMBL1171837	O96013
586	CHEMBL1171837	O75716
587	CHEMBL1171837	Q9Y2W1
588	CHEMBL1171837	O00238
589	CHEMBL1171837	Q16832
590	CHEMBL1171837	P41743
591	CHEMBL1171837	Q00535
592	CHEMBL1171837	P23458
593	CHEMBL1171837	P15735
594	CHEMBL1171837	Q9NWZ3
595	CHEMBL1171837	Q13705
596	CHEMBL1171837	Q15831
597	CHEMBL1171837	P43405
598	CHEMBL1171837	Q8TD08
599	CHEMBL1171837	Q08345
600	CHEMBL1171837	Q00526
601	CHEMBL1171837	Q13163
602	CHEMBL1171837	P15056
603	CHEMBL1171837	Q96RG2
604	CHEMBL1171837	P24941
605	CHEMBL1171837	O75116
606	CHEMBL1171837	O00444
607	CHEMBL1171837	Q12851
608	CHEMBL1171837	O60313
609	CHEMBL1171837	P06737
610	CHEMBL1171837	P00523
611	CHEMBL1171837	P62826
612	CHEMBL1171837	P13861
613	CHEMBL1171837	Q9H0K1
614	CHEMBL1171837	P54760
615	CHEMBL1171837	P45983
616	CHEMBL1171837	P11216
617	CHEMBL1171837	P09619
618	CHEMBL1171837	Q05397
619	CHEMBL1171837	P41240
620	CHEMBL1171837	P51956
621	CHEMBL1171837	P08631
622	CHEMBL1171837	P08684
623	CHEMBL1171837	P26196
624	CHEMBL1171837	Q9H093
625	CHEMBL1171837	P50613
626	CHEMBL1171837	Q14839
627	CHEMBL1171837	P53667
628	CHEMBL2104987	P43220
629	CHEMBL2104987	Q9Z0W0
630	CHEMBL2104987	O95838
631	CHEMBL1946170	O00764
632	CHEMBL1946170	P06213
633	CHEMBL1946170	P49137
634	CHEMBL1946170	Q92499
635	CHEMBL1946170	O75460
636	CHEMBL1946170	P22830
637	CHEMBL1946170	Q8TBX8
638	CHEMBL1946170	P50750
639	CHEMBL1946170	Q9NYV4
640	CHEMBL1946170	P12236
641	CHEMBL1946170	Q86TW2
642	CHEMBL1946170	O15146
643	CHEMBL1946170	P06239
644	CHEMBL1946170	Q9H2X6
645	CHEMBL1946170	P29597
646	CHEMBL1946170	P28482
647	CHEMBL1946170	Q7KZI7
648	CHEMBL1946170	Q9UBE8
649	CHEMBL1946170	P51617
650	CHEMBL1946170	Q96S53
651	CHEMBL1946170	P22694
652	CHEMBL1946170	Q13873
653	CHEMBL1946170	P16277
654	CHEMBL1946170	P29322
655	CHEMBL1946170	P35580
656	CHEMBL1946170	O14965
657	CHEMBL1946170	P31751
658	CHEMBL1946170	Q9P289
659	CHEMBL1946170	P49748
660	CHEMBL1946170	P53350
661	CHEMBL1946170	Q8NE63
662	CHEMBL1946170	Q9UKE5
663	CHEMBL1946170	P49841
664	CHEMBL1946170	P19784
665	CHEMBL1946170	Q9BZE4
666	CHEMBL1946170	P11274
667	CHEMBL1946170	P16234
668	CHEMBL1946170	P11309
669	CHEMBL1946170	P54756
670	CHEMBL1946170	Q9P2R7
671	CHEMBL1946170	Q9UK32
672	CHEMBL1946170	P53779
673	CHEMBL1946170	Q9NSY1
674	CHEMBL1946170	Q8NI60
675	CHEMBL1946170	P45984
676	CHEMBL1946170	P22612
677	CHEMBL1946170	Q9H773
678	CHEMBL1946170	Q00536
679	CHEMBL1946170	Q13131
680	CHEMBL1946170	Q15746
681	CHEMBL1946170	Q9H2G2
682	CHEMBL1946170	Q9Y572
683	CHEMBL1946170	P52564
684	CHEMBL1946170	P08574
685	CHEMBL1946170	P27361
686	CHEMBL1946170	O00264
687	CHEMBL1946170	P07332
688	CHEMBL1946170	P06241
689	CHEMBL1946170	P51955
690	CHEMBL1946170	P05771
691	CHEMBL1946170	O75385
692	CHEMBL1946170	Q7L2E3
693	CHEMBL1946170	O43353
694	CHEMBL1946170	P34913
695	CHEMBL1946170	P12931
696	CHEMBL1946170	P53671
697	CHEMBL1946170	Q16288
698	CHEMBL1946170	Q02750
699	CHEMBL1946170	Q02763
700	CHEMBL1946170	P17948
701	CHEMBL1946170	P49411
702	CHEMBL1946170	Q16566
703	CHEMBL1946170	P49759
704	CHEMBL1946170	P18074
705	CHEMBL1946170	Q16513
706	CHEMBL1946170	Q6DT37
707	CHEMBL1946170	P54819
708	CHEMBL1946170	P42680
709	CHEMBL1946170	Q99759
710	CHEMBL1946170	Q9H422
711	CHEMBL1946170	Q02880
712	CHEMBL1946170	Q96RR4
713	CHEMBL1946170	P21709
714	CHEMBL1946170	O75643
715	CHEMBL1946170	Q9UL54
716	CHEMBL1946170	Q9Y4K4
717	CHEMBL1946170	Q9NSE4
718	CHEMBL1946170	P51159
719	CHEMBL1946170	Q9HAZ1
720	CHEMBL1946170	P05141
721	CHEMBL1946170	Q5VT25
722	CHEMBL1946170	Q32MK0
723	CHEMBL1946170	O95382
724	CHEMBL1946170	P11802
725	CHEMBL1946170	P11362
726	CHEMBL1946170	P35968
727	CHEMBL1946170	Q8TDX7
728	CHEMBL1946170	P00519
729	CHEMBL1946170	P23443
730	CHEMBL1946170	Q00534
731	CHEMBL1946170	O43683
732	CHEMBL1946170	O95835
733	CHEMBL1946170	Q13627
734	CHEMBL1946170	P17612
735	CHEMBL1946170	P46734
736	CHEMBL1946170	Q92772
737	CHEMBL1946170	O00571
738	CHEMBL1946170	Q9Y5S2
739	CHEMBL1946170	Q9P1W9
740	CHEMBL1946170	P31749
741	CHEMBL1946170	Q9HCP0
742	CHEMBL1946170	Q9P0J0
743	CHEMBL1946170	Q9UGJ0
744	CHEMBL1946170	Q9Y6E0
745	CHEMBL1946170	O14976
746	CHEMBL1946170	P31689
747	CHEMBL1946170	Q13464
748	CHEMBL1946170	Q04759
749	CHEMBL1946170	O94806
750	CHEMBL1946170	O14757
751	CHEMBL1946170	Q6JQN1
752	CHEMBL1946170	Q6PHR2
753	CHEMBL1946170	Q96GD4
754	CHEMBL1946170	P49589
755	CHEMBL1946170	Q16620
756	CHEMBL1946170	Q6ZSR9
757	CHEMBL1946170	Q92918
758	CHEMBL1946170	P41250
759	CHEMBL1946170	Q8TD19
760	CHEMBL1946170	P61026
761	CHEMBL1946170	P17252
762	CHEMBL1946170	Q99640
763	CHEMBL1946170	P07947
764	CHEMBL1946170	P08069
765	CHEMBL1946170	Q76MJ5
766	CHEMBL1946170	P27707
767	CHEMBL1946170	O96013
768	CHEMBL1946170	O75716
769	CHEMBL1946170	Q16832
770	CHEMBL1946170	P23458
771	CHEMBL1946170	P15735
772	CHEMBL1946170	Q5HYI8
773	CHEMBL1946170	Q13705
774	CHEMBL1946170	Q15831
775	CHEMBL1946170	Q15131
776	CHEMBL1946170	Q96RG2
777	CHEMBL1946170	O60313
778	CHEMBL1946170	Q12851
779	CHEMBL1946170	P06737
780	CHEMBL1946170	P13861
781	CHEMBL1946170	Q9H0K1
782	CHEMBL1946170	P54760
783	CHEMBL1946170	P09619
784	CHEMBL1946170	Q05397
785	CHEMBL1946170	P26196
786	CHEMBL1946170	Q4JIM5
787	CHEMBL1946170	P50613
788	CHEMBL1946170	Q14839
789	CHEMBL1946170	Q9HBH9
790	CHEMBL1946170	P53667
791	CHEMBL1946170	P78368
792	CHEMBL1946170	P04629
793	CHEMBL1946170	P00533
794	CHEMBL1946170	O15254
795	CHEMBL1946170	O95819
796	CHEMBL1946170	P29323
797	CHEMBL1946170	P16083
798	CHEMBL1946170	Q06187
799	CHEMBL1946170	P31153
800	CHEMBL1946170	P10398
801	CHEMBL1946170	P00520
802	CHEMBL1946170	O75676
803	CHEMBL1946170	Q13164
804	CHEMBL1946170	Q15067
805	CHEMBL1946170	Q9NU22
806	CHEMBL1946170	Q14004
807	CHEMBL1946170	P22234
808	CHEMBL1946170	P08581
809	CHEMBL1946170	P07948
810	CHEMBL1946170	P35918
811	CHEMBL1946170	Q86XP3
812	CHEMBL1946170	P20340
813	CHEMBL1946170	Q14683
814	CHEMBL1946170	Q13188
815	CHEMBL1946170	Q9BZL6
816	CHEMBL1946170	P36897
817	CHEMBL1946170	P33991
