	ID	UniProt
1938	CHEMBL1289926	P25098
1939	CHEMBL1289926	P55263
1940	CHEMBL1289926	P42285
1941	CHEMBL1289926	Q9HC98
1942	CHEMBL1289926	P29317
1943	CHEMBL1289926	Q8IVW4
1944	CHEMBL1289926	P54764
1945	CHEMBL1289926	P61158
1946	CHEMBL1289926	Q9NYL2
1947	CHEMBL1289926	Q9P0L2
1948	CHEMBL1289926	Q8IW41
1949	CHEMBL1289926	Q9Y463
1950	CHEMBL1289926	P0DTD1
1951	CHEMBL1289926	P08922
1952	CHEMBL1289926	P33981
1953	CHEMBL1289926	Q08881
1954	CHEMBL1289926	P36894
1955	CHEMBL1289926	P0C1S8
1956	CHEMBL1289926	O95347
1957	CHEMBL1289926	Q9NRH2
1958	CHEMBL1289926	O00506
1959	CHEMBL1289926	P27448
1960	CHEMBL1289926	P07333
1961	CHEMBL1289926	Q8IU85
1962	CHEMBL1289926	P22455
1963	CHEMBL1289926	Q09013
1964	CHEMBL1289926	Q9Y2K2
1965	CHEMBL1289926	O15075
1966	CHEMBL1289926	P29376
1967	CHEMBL1289926	Q709F0
1968	CHEMBL1289926	Q8VI47
1969	CHEMBL1289926	P36896
1970	CHEMBL1289926	P61160
1971	CHEMBL1289926	Q13470
1972	CHEMBL1289926	Q9BQI3
1973	CHEMBL1289926	O95747
1974	CHEMBL1289926	Q2M2I8
1975	CHEMBL1289926	P04899
1976	CHEMBL1289926	Q15759
1977	CHEMBL1289926	Q16584
1978	CHEMBL1289926	P35916
1979	CHEMBL1289926	P22607
1980	CHEMBL1289926	Q96BR1
1981	CHEMBL1289926	Q13233
1982	CHEMBL1289926	P9WI81
1983	CHEMBL1289926	Q8IVH8
1984	CHEMBL1289926	Q8IYT8
1985	CHEMBL1289926	P48729
1986	CHEMBL1289926	O94804
1987	CHEMBL1289926	P16591
1988	CHEMBL1289926	Q9Y616
1989	CHEMBL1289926	Q13555
1990	CHEMBL1289926	Q8NG66
1991	CHEMBL1289926	P54619
1992	CHEMBL1289926	P38117
1993	CHEMBL1289926	P42685
1994	CHEMBL1289926	Q9UIK4
1995	CHEMBL1289926	Q8NFD2
1996	CHEMBL1289926	P51451
1997	CHEMBL1289926	P35590
1998	CHEMBL1289926	Q12866
1999	CHEMBL1289926	Q86UX6
2000	CHEMBL1289926	O76039
2001	CHEMBL1289926	Q6XUX3
2002	CHEMBL1289926	P48730
2003	CHEMBL1289926	P12268
2004	CHEMBL1289926	P30086
2005	CHEMBL1289926	Q96S44
2006	CHEMBL1289926	O00750
2007	CHEMBL1289926	P30530
2008	CHEMBL1289926	P04049
2009	CHEMBL1289926	Q9UHD8
2010	CHEMBL1289926	P11388
2011	CHEMBL1289926	P30291
2012	CHEMBL1289926	Q15392
2013	CHEMBL1289926	Q7L7X3
2014	CHEMBL1289926	Q13557
2015	CHEMBL1289926	Q9H2K8
2016	CHEMBL1289926	Q13177
2017	CHEMBL1289926	Q14289
2018	CHEMBL1289926	Q05655
2019	CHEMBL1289926	Q99755
2020	CHEMBL1289926	P49840
2021	CHEMBL1289926	Q9UHD2
2022	CHEMBL1289926	Q86UE8
2023	CHEMBL1289926	P49674
2024	CHEMBL1289926	Q9Y6M4
2025	CHEMBL1289926	Q9ULC5
2026	CHEMBL1289926	P29320
2027	CHEMBL1289926	Q96PY6
2028	CHEMBL1289926	Q9Y2U5
2029	CHEMBL1289926	Q99683
2030	CHEMBL1289926	Q9Y2H1
2031	CHEMBL1289926	Q9H3Y6
2032	CHEMBL1289926	P54753
2033	CHEMBL1289926	P49585
2034	CHEMBL1289926	Q15375
2035	CHEMBL1289926	Q15208
2036	CHEMBL1289926	P57058
2037	CHEMBL1289926	Q16539
2038	CHEMBL1289926	Q13043
2039	CHEMBL1289926	Q04771
2040	CHEMBL1289926	Q9Y6R4
2041	CHEMBL1289926	Q16512
2042	CHEMBL1289926	P49761
2043	CHEMBL1289926	Q9H0A0
2044	CHEMBL1289926	P09769
2045	CHEMBL1289926	Q9UQB9
2046	CHEMBL1289926	Q13882
2047	CHEMBL1289926	Q96L34
2048	CHEMBL1289926	P51812
2049	CHEMBL1289926	Q9UEW8
2050	CHEMBL1289926	O75582
2051	CHEMBL1289926	O00329
2052	CHEMBL1289926	P08240
2053	CHEMBL1289926	Q96D53
2054	CHEMBL1289926	Q13976
2055	CHEMBL1289926	Q02156
2056	CHEMBL1289926	Q9BWU1
2057	CHEMBL1289926	P51813
2058	CHEMBL1289926	Q7RTN6
2059	CHEMBL1289926	P0C264
2060	CHEMBL1289926	Q9BUB5
2061	CHEMBL1289926	Q9Y2W1
2062	CHEMBL1289926	O00238
2063	CHEMBL1289926	P48426
2064	CHEMBL1289926	Q00535
2065	CHEMBL1289926	P41743
2066	CHEMBL1289926	Q9NWZ3
2067	CHEMBL1289926	P43405
2068	CHEMBL1289926	Q8TD08
2069	CHEMBL1289926	Q08345
2070	CHEMBL1289926	Q00526
2071	CHEMBL1289926	Q02779
2072	CHEMBL1289926	Q13163
2073	CHEMBL1289926	P15056
2074	CHEMBL1289926	O60841
2075	CHEMBL1289926	Q13153
2076	CHEMBL1289926	P24941
2077	CHEMBL1289926	O75116
2078	CHEMBL1289926	O00444
2079	CHEMBL1289926	P42345
2080	CHEMBL1289926	P62826
2081	CHEMBL1289926	Q6ZN16
2082	CHEMBL1289926	Q8N568
2083	CHEMBL1289926	P45983
2084	CHEMBL1289926	P11216
2085	CHEMBL1289926	O60285
2086	CHEMBL1289926	O96017
2087	CHEMBL1289926	P41240
2088	CHEMBL1289926	P51956
2089	CHEMBL1289926	P08631
2090	CHEMBL1289926	Q9H093
2091	CHEMBL1289926	O94921
2092	CHEMBL1908919	P05067
2093	CHEMBL579205	P05067
2094	CHEMBL278020	P08482
2095	CHEMBL278020	P81908
2096	CHEMBL278020	P02545
2097	CHEMBL278020	P10635
2098	CHEMBL278020	O42275
2099	CHEMBL278020	Q96KQ7
2100	CHEMBL278020	P22303
2101	CHEMBL278020	O95342
2102	CHEMBL278020	P05177
2103	CHEMBL278020	P11712
2104	CHEMBL278020	O15439
2105	CHEMBL278020	P33261
2106	CHEMBL278020	O15438
2107	CHEMBL278020	P06276
2108	CHEMBL278020	P49798
2109	CHEMBL278020	P0DTD1
2110	CHEMBL278020	P08684
2111	CHEMBL278020	Q92887
2112	CHEMBL278020	P15289
2113	CHEMBL278020	P04058
2114	CHEMBL2104993	P34969
2115	CHEMBL2104993	P08908
2116	CHEMBL2104993	P0DTD1
2117	CHEMBL2104993	P31652
2118	CHEMBL376359	Q9UHL4
2119	CHEMBL376359	P48147
2120	CHEMBL376359	P11712
2121	CHEMBL376359	P33261
2122	CHEMBL376359	P27487
2123	CHEMBL376359	Q86TI2
2124	CHEMBL376359	P0DTD1
2125	CHEMBL376359	Q12884
2126	CHEMBL376359	P08684
2127	CHEMBL376359	P10635
2128	CHEMBL376359	Q6V1X1
2129	CHEMBL376359	P05177
2130	CHEMBL376359	Q12809
2131	CHEMBL1173655	O00764
2132	CHEMBL1173655	P06213
2133	CHEMBL1173655	P49137
2134	CHEMBL1173655	Q92499
2135	CHEMBL1173655	Q8TDC3
2136	CHEMBL1173655	O75460
2137	CHEMBL1173655	P22830
2138	CHEMBL1173655	Q86Y07
2139	CHEMBL1173655	Q8TBX8
2140	CHEMBL1173655	P50750
2141	CHEMBL1173655	Q9NYV4
2142	CHEMBL1173655	P12236
2143	CHEMBL1173655	Q86TW2
2144	CHEMBL1173655	O15146
2145	CHEMBL1173655	P06239
2146	CHEMBL1173655	Q9H2X6
2147	CHEMBL1173655	P29597
2148	CHEMBL1173655	Q8TDR2
2149	CHEMBL1173655	P28482
2150	CHEMBL1173655	Q7KZI7
2151	CHEMBL1173655	Q9UBE8
2152	CHEMBL1173655	P51617
2153	CHEMBL1173655	P22694
2154	CHEMBL1173655	Q9H4B4
2155	CHEMBL1173655	Q9BYT3
2156	CHEMBL1173655	Q13873
2157	CHEMBL1173655	P29322
2158	CHEMBL1173655	P35580
2159	CHEMBL1173655	O14965
2160	CHEMBL1173655	P31751
2161	CHEMBL1173655	Q8IYD1
2162	CHEMBL1173655	P49748
2163	CHEMBL1173655	Q9P289
2164	CHEMBL1173655	P53350
2165	CHEMBL1173655	Q9H1R3
2166	CHEMBL1173655	Q8NE63
2167	CHEMBL1173655	Q9UKE5
2168	CHEMBL1173655	P49841
2169	CHEMBL1173655	P42679
2170	CHEMBL1173655	Q9UF33
2171	CHEMBL1173655	P19784
2172	CHEMBL1173655	P11274
2173	CHEMBL1173655	Q9BZE4
2174	CHEMBL1173655	Q8N4C8
2175	CHEMBL1173655	P31152
2176	CHEMBL1173655	P16234
2177	CHEMBL1173655	P62344
2178	CHEMBL1173655	Q15835
2179	CHEMBL1173655	P54762
2180	CHEMBL1173655	P54756
2181	CHEMBL1173655	P11309
2182	CHEMBL1173655	P53779
2183	CHEMBL1173655	Q9NSY1
2184	CHEMBL1173655	Q9UK32
2185	CHEMBL1173655	Q8NI60
2186	CHEMBL1173655	P45984
2187	CHEMBL1173655	P22612
2188	CHEMBL1173655	Q8WXR4
2189	CHEMBL1173655	O60674
2190	CHEMBL1173655	Q9H773
2191	CHEMBL1173655	Q00536
2192	CHEMBL1173655	Q05513
2193	CHEMBL1173655	Q58FF8
2194	CHEMBL1173655	Q13131
2195	CHEMBL1173655	Q15746
2196	CHEMBL1173655	O14730
2197	CHEMBL1173655	Q9H2G2
2198	CHEMBL1173655	Q9Y572
2199	CHEMBL1173655	P52564
2200	CHEMBL1173655	P08574
2201	CHEMBL1173655	P27361
2202	CHEMBL1173655	O00264
2203	CHEMBL1173655	Q59H18
2204	CHEMBL1173655	P07332
2205	CHEMBL1173655	Q86Z02
2206	CHEMBL1173655	Q8NEV4
2207	CHEMBL1173655	P51955
2208	CHEMBL1173655	P06241
2209	CHEMBL1173655	P05771
2210	CHEMBL1173655	O75385
2211	CHEMBL1173655	P24723
2212	CHEMBL1173655	Q56UN5
2213	CHEMBL1173655	Q7L2E3
2214	CHEMBL1173655	O43353
2215	CHEMBL1173655	P12931
2216	CHEMBL1173655	Q9BXA7
2217	CHEMBL1173655	P53671
2218	CHEMBL1173655	Q16288
2219	CHEMBL1173655	Q02750
2220	CHEMBL1173655	P32298
2221	CHEMBL1173655	Q02763
2222	CHEMBL1173655	P17948
2223	CHEMBL1173655	P49411
2224	CHEMBL1173655	P53355
2225	CHEMBL1173655	P21860
2226	CHEMBL1173655	Q16566
2227	CHEMBL1173655	P49759
2228	CHEMBL1173655	P18074
2229	CHEMBL1173655	Q16513
2230	CHEMBL1173655	O43293
2231	CHEMBL1173655	Q6DT37
2232	CHEMBL1173655	P54819
2233	CHEMBL1173655	P68400
2234	CHEMBL1173655	Q9NRM7
2235	CHEMBL1173655	P42680
2236	CHEMBL1173655	Q99759
2237	CHEMBL1173655	P78362
2238	CHEMBL1173655	Q9H422
2239	CHEMBL1173655	O60331
2240	CHEMBL1173655	Q02880
2241	CHEMBL1173655	Q13523
2242	CHEMBL1173655	Q9NRP7
2243	CHEMBL1173655	Q9BX84
2244	CHEMBL1173655	P21709
2245	CHEMBL1173655	Q96RR4
2246	CHEMBL1173655	Q86V86
2247	CHEMBL1173655	O75643
2248	CHEMBL1173655	Q9UL54
2249	CHEMBL1173655	Q9Y4K4
2250	CHEMBL1173655	P51159
2251	CHEMBL1173655	Q9HAZ1
2252	CHEMBL1173655	P05141
2253	CHEMBL1173655	Q8N752
2254	CHEMBL1173655	Q00532
2255	CHEMBL1173655	Q96Q40
2256	CHEMBL1173655	Q5VT25
2257	CHEMBL1173655	Q16816
2258	CHEMBL1173655	Q32MK0
2259	CHEMBL1173655	P78356
2260	CHEMBL1173655	Q9NQU5
2261	CHEMBL1173655	O00311
2262	CHEMBL1173655	O95382
2263	CHEMBL1173655	O94768
2264	CHEMBL1173655	P11802
2265	CHEMBL1173655	Q9P2K8
2266	CHEMBL1173655	Q06418
2267	CHEMBL1173655	Q15303
2268	CHEMBL1173655	P11362
2269	CHEMBL1173655	P35968
2270	CHEMBL1173655	P27037
2271	CHEMBL1173655	Q8TDX7
2272	CHEMBL1173655	P00519
2273	CHEMBL1173655	P51817
2274	CHEMBL1173655	Q9UQ88
2275	CHEMBL1173655	P20794
2276	CHEMBL1173655	P57059
2277	CHEMBL1173655	Q9UEE5
2278	CHEMBL1173655	Q14012
2279	CHEMBL1173655	P23443
2280	CHEMBL1173655	Q00534
2281	CHEMBL1173655	O43683
2282	CHEMBL1173655	Q07002
2283	CHEMBL1173655	O95835
2284	CHEMBL1173655	Q13627
2285	CHEMBL1173655	P21127
2286	CHEMBL1173655	Q9BVS4
2287	CHEMBL1173655	P17612
2288	CHEMBL1173655	P46734
2289	CHEMBL1173655	Q92772
2290	CHEMBL1173655	O00571
2291	CHEMBL1173655	O14936
2292	CHEMBL1173655	Q13554
2293	CHEMBL1173655	Q9Y5S2
2294	CHEMBL1173655	Q9P1W9
2295	CHEMBL1173655	P53634
2296	CHEMBL1173655	P42336
2297	CHEMBL1173655	P31749
2298	CHEMBL1173655	Q9HCP0
2299	CHEMBL1173655	Q9P0J0
2300	CHEMBL1173655	Q9UGJ0
2301	CHEMBL1173655	Q9Y6E0
2302	CHEMBL1173655	O14733
2303	CHEMBL1173655	O14976
2304	CHEMBL1173655	P31689
2305	CHEMBL1173655	Q13464
2306	CHEMBL1173655	Q04759
2307	CHEMBL1173655	Q9P286
2308	CHEMBL1173655	O94806
2309	CHEMBL1173655	O14757
2310	CHEMBL1173655	Q6JQN1
2311	CHEMBL1173655	Q6PHR2
2312	CHEMBL1173655	P61075
2313	CHEMBL1173655	Q9UBF8
2314	CHEMBL1173655	Q96GD4
2315	CHEMBL1173655	Q16644
2316	CHEMBL1173655	P49589
2317	CHEMBL1173655	P51957
2318	CHEMBL1173655	Q6ZSR9
2319	CHEMBL1173655	P42338
2320	CHEMBL1173655	Q9UQM7
2321	CHEMBL1173655	Q92918
2322	CHEMBL1173655	P41250
2323	CHEMBL1173655	Q16620
2324	CHEMBL1173655	Q8TD19
2325	CHEMBL1173655	P43403
2326	CHEMBL1173655	P61026
2327	CHEMBL1173655	P17252
2328	CHEMBL1173655	O14920
2329	CHEMBL1173655	Q92630
2330	CHEMBL1173655	Q99640
2331	CHEMBL1173655	P07947
2332	CHEMBL1173655	Q9C098
2333	CHEMBL1173655	P08069
2334	CHEMBL1173655	Q13237
2335	CHEMBL1173655	Q76MJ5
2336	CHEMBL1173655	P27707
2337	CHEMBL1173655	O96013
2338	CHEMBL1173655	O75716
2339	CHEMBL1173655	P14616
2340	CHEMBL1173655	Q16832
2341	CHEMBL1173655	P80192
2342	CHEMBL1173655	P23458
2343	CHEMBL1173655	P15735
2344	CHEMBL1173655	Q5HYI8
2345	CHEMBL1173655	Q13705
2346	CHEMBL1173655	Q15831
2347	CHEMBL1173655	Q96RG2
2348	CHEMBL1173655	Q9UPE1
2349	CHEMBL1173655	O15111
2350	CHEMBL1173655	O60313
2351	CHEMBL1173655	Q12851
2352	CHEMBL1173655	P06737
2353	CHEMBL1173655	P13861
2354	CHEMBL1173655	P48736
2355	CHEMBL1173655	Q96SB4
2356	CHEMBL1173655	Q9H0K1
2357	CHEMBL1173655	P54760
2358	CHEMBL1173655	O75747
2359	CHEMBL1173655	P09619
2360	CHEMBL1173655	Q05397
2361	CHEMBL1173655	Q15139
2362	CHEMBL1173655	Q16659
2363	CHEMBL1173655	P26196
2364	CHEMBL1173655	P50613
2365	CHEMBL1173655	Q14839
2366	CHEMBL1173655	Q9HBH9
2367	CHEMBL1173655	P53667
2368	CHEMBL1173655	P78368
2369	CHEMBL1173655	P04629
2370	CHEMBL1173655	O15530
2371	CHEMBL1173655	Q86YV6
2372	CHEMBL1173655	Q52WX2
2373	CHEMBL1173655	P00533
2374	CHEMBL1173655	P21802
2375	CHEMBL1173655	Q12852
2376	CHEMBL1173655	Q6P3R8
2377	CHEMBL1173655	Q8N5S9
2378	CHEMBL1173655	Q5S007
2379	CHEMBL1173655	Q8WU08
2380	CHEMBL1173655	P52333
2381	CHEMBL1173655	O15254
2382	CHEMBL1173655	O95819
2383	CHEMBL1173655	Q9Y2H9
2384	CHEMBL1173655	P29323
2385	CHEMBL1173655	P16083
2386	CHEMBL1173655	Q9UM73
2387	CHEMBL1173655	Q06187
2388	CHEMBL1173655	Q8WTQ7
2389	CHEMBL1173655	O43318
2390	CHEMBL1173655	Q8IWQ3
2391	CHEMBL1173655	P31153
2392	CHEMBL1173655	P10398
2393	CHEMBL1173655	Q13164
2394	CHEMBL1173655	O75676
2395	CHEMBL1173655	Q15067
2396	CHEMBL1173655	Q9NU22
2397	CHEMBL1173655	Q14004
2398	CHEMBL1173655	P22234
2399	CHEMBL1173655	O43283
2400	CHEMBL1173655	P08581
2401	CHEMBL1173655	P07948
2402	CHEMBL1173655	Q86XP3
2403	CHEMBL1173655	P20340
2404	CHEMBL1173655	Q15569
2405	CHEMBL1173655	Q13188
2406	CHEMBL1173655	P49336
2407	CHEMBL1173655	Q9BZL6
2408	CHEMBL1173655	P36897
2409	CHEMBL1173655	P33991
2410	CHEMBL1173655	Q14164
2411	CHEMBL1173655	P54577
2412	CHEMBL1173655	P54646
2413	CHEMBL1173655	P30519
2414	CHEMBL1173655	P06493
2415	CHEMBL1173655	Q6P5Z2
2416	CHEMBL1173655	P43686
2417	CHEMBL1173655	P19525
2418	CHEMBL1173655	P37023
2419	CHEMBL1173655	Q9NTK5
2420	CHEMBL1173655	Q9BRS2
2421	CHEMBL1173655	P45985
2422	CHEMBL1173655	Q9NSD9
2423	CHEMBL1173655	Q9UPZ9
2424	CHEMBL1173655	P36888
2425	CHEMBL1173655	P42681
2426	CHEMBL1173655	P07949
2427	CHEMBL1173655	Q9UKI8
2428	CHEMBL1173655	O15264
2429	CHEMBL1173655	Q9Y243
2430	CHEMBL1173655	P36507
2431	CHEMBL1173655	P04626
2432	CHEMBL1173655	Q9NY57
2433	CHEMBL1173655	Q00537
2434	CHEMBL1173655	Q7Z406
2435	CHEMBL1173655	P53778
2436	CHEMBL1173655	Q13546
2437	CHEMBL1173655	P10721
2438	CHEMBL1173655	Q15418
2439	CHEMBL1173655	P49760
2440	CHEMBL1173655	Q8IY84
2441	CHEMBL1173655	P07741
2442	CHEMBL1173655	O75914
2443	CHEMBL1173655	Q9NYY3
2444	CHEMBL1173655	Q04912
2445	CHEMBL1173655	P37173
2446	CHEMBL1173655	O14578
2447	CHEMBL1173655	P42684
2448	CHEMBL1173655	P57078
2449	CHEMBL1173655	Q07912
2450	CHEMBL1173655	Q96NX5
2451	CHEMBL1173655	Q14680
2452	CHEMBL1173655	Q13418
2453	CHEMBL1173655	Q15349
2454	CHEMBL1173655	O15197
2455	CHEMBL1173655	P25098
2456	CHEMBL1173655	P55263
2457	CHEMBL1173655	P42285
2458	CHEMBL1173655	Q9HC98
2459	CHEMBL1173655	P29317
2460	CHEMBL1173655	Q8IVW4
2461	CHEMBL1173655	P54764
2462	CHEMBL1173655	P61158
2463	CHEMBL1173655	Q9NYL2
2464	CHEMBL1173655	Q9P0L2
2465	CHEMBL1173655	Q8IW41
2466	CHEMBL1173655	Q3MIX3
2467	CHEMBL1173655	Q9Y463
2468	CHEMBL1173655	P0DTD1
2469	CHEMBL1173655	P08922
2470	CHEMBL1173655	P33981
2471	CHEMBL1173655	Q08881
2472	CHEMBL1173655	P36894
2473	CHEMBL1173655	P0C1S8
2474	CHEMBL1173655	O95347
2475	CHEMBL1173655	Q9NRH2
2476	CHEMBL1173655	O00506
2477	CHEMBL1173655	P27448
2478	CHEMBL1173655	P07333
2479	CHEMBL1173655	Q8IU85
2480	CHEMBL1173655	P22455
2481	CHEMBL1173655	Q09013
2482	CHEMBL1173655	Q9Y2K2
2483	CHEMBL1173655	O15075
2484	CHEMBL1173655	P29376
2485	CHEMBL1173655	Q709F0
2486	CHEMBL1173655	P36896
2487	CHEMBL1173655	P61160
2488	CHEMBL1173655	Q13470
2489	CHEMBL1173655	Q9BQI3
2490	CHEMBL1173655	O95747
2491	CHEMBL1173655	Q2M2I8
2492	CHEMBL1173655	P04899
2493	CHEMBL1173655	Q15759
2494	CHEMBL1173655	Q16584
2495	CHEMBL1173655	P35916
2496	CHEMBL1173655	P22607
2497	CHEMBL1173655	Q96BR1
2498	CHEMBL1173655	Q13233
2499	CHEMBL1173655	P9WI81
2500	CHEMBL1173655	Q8IVH8
2501	CHEMBL1173655	Q8IYT8
2502	CHEMBL1173655	P48729
2503	CHEMBL1173655	O94804
2504	CHEMBL1173655	P16591
2505	CHEMBL1173655	Q9Y616
2506	CHEMBL1173655	Q13555
2507	CHEMBL1173655	Q8NG66
2508	CHEMBL1173655	P54619
2509	CHEMBL1173655	P38117
2510	CHEMBL1173655	P42685
2511	CHEMBL1173655	Q9UIK4
2512	CHEMBL1173655	Q8NFD2
2513	CHEMBL1173655	P51451
2514	CHEMBL1173655	P35590
2515	CHEMBL1173655	Q12866
2516	CHEMBL1173655	Q86UX6
2517	CHEMBL1173655	O76039
2518	CHEMBL1173655	Q6XUX3
2519	CHEMBL1173655	P48730
2520	CHEMBL1173655	P12268
2521	CHEMBL1173655	P30086
2522	CHEMBL1173655	Q96S44
2523	CHEMBL1173655	O00750
2524	CHEMBL1173655	P30530
2525	CHEMBL1173655	P04049
2526	CHEMBL1173655	Q9UHD8
2527	CHEMBL1173655	P11388
2528	CHEMBL1173655	P30291
2529	CHEMBL1173655	Q15392
2530	CHEMBL1173655	Q7L7X3
2531	CHEMBL1173655	Q13557
2532	CHEMBL1173655	Q9H2K8
2533	CHEMBL1173655	Q13177
2534	CHEMBL1173655	Q14289
2535	CHEMBL1173655	Q05655
2536	CHEMBL1173655	Q99755
2537	CHEMBL1173655	P49840
2538	CHEMBL1173655	Q9UHD2
2539	CHEMBL1173655	Q86UE8
2540	CHEMBL1173655	P49674
2541	CHEMBL1173655	Q9Y6M4
2542	CHEMBL1173655	Q9ULC5
2543	CHEMBL1173655	P29320
2544	CHEMBL1173655	Q96PY6
2545	CHEMBL1173655	Q9Y2U5
2546	CHEMBL1173655	Q99683
2547	CHEMBL1173655	Q9Y2H1
2548	CHEMBL1173655	Q9H3Y6
2549	CHEMBL1173655	P54753
2550	CHEMBL1173655	P49585
2551	CHEMBL1173655	Q15375
2552	CHEMBL1173655	P57058
2553	CHEMBL1173655	Q15208
2554	CHEMBL1173655	Q16539
2555	CHEMBL1173655	Q13043
2556	CHEMBL1173655	Q04771
2557	CHEMBL1173655	Q9Y6R4
2558	CHEMBL1173655	Q16512
2559	CHEMBL1173655	P49761
2560	CHEMBL1173655	Q9H0A0
2561	CHEMBL1173655	P09769
2562	CHEMBL1173655	Q9UQB9
2563	CHEMBL1173655	Q13882
2564	CHEMBL1173655	Q96L34
2565	CHEMBL1173655	P51812
2566	CHEMBL1173655	Q9UEW8
2567	CHEMBL1173655	O75582
2568	CHEMBL1173655	O00329
2569	CHEMBL1173655	P08240
2570	CHEMBL1173655	Q96D53
2571	CHEMBL1173655	Q13976
2572	CHEMBL1173655	Q02156
2573	CHEMBL1173655	Q9BWU1
2574	CHEMBL1173655	P51813
2575	CHEMBL1173655	Q7RTN6
2576	CHEMBL1173655	P0C264
2577	CHEMBL1173655	Q9BUB5
2578	CHEMBL1173655	Q9Y2W1
2579	CHEMBL1173655	O00238
2580	CHEMBL1173655	P48426
2581	CHEMBL1173655	Q00535
2582	CHEMBL1173655	P41743
2583	CHEMBL1173655	Q9NWZ3
2584	CHEMBL1173655	P43405
2585	CHEMBL1173655	Q8TD08
2586	CHEMBL1173655	Q08345
2587	CHEMBL1173655	Q00526
2588	CHEMBL1173655	Q02779
2589	CHEMBL1173655	Q13163
2590	CHEMBL1173655	P15056
2591	CHEMBL1173655	Q13153
2592	CHEMBL1173655	P24941
2593	CHEMBL1173655	O75116
2594	CHEMBL1173655	O00444
2595	CHEMBL1173655	P42345
2596	CHEMBL1173655	P62826
2597	CHEMBL1173655	Q6ZN16
2598	CHEMBL1173655	Q8N568
2599	CHEMBL1173655	P45983
2600	CHEMBL1173655	P11216
2601	CHEMBL1173655	O60285
2602	CHEMBL1173655	O96017
2603	CHEMBL1173655	P41240
2604	CHEMBL1173655	P51956
2605	CHEMBL1173655	P08631
2606	CHEMBL1173655	Q9H093
2607	CHEMBL1173655	O94921
2608	CHEMBL1229211	P89582
2609	CHEMBL1229211	P11509
2610	CHEMBL1229211	Q7ZJM1
2611	CHEMBL1229211	P10635
2612	CHEMBL1229211	P35503
2613	CHEMBL1229211	P22309
2614	CHEMBL1229211	P11712
2615	CHEMBL1229211	Q9R0C9
2616	CHEMBL1229211	P33261
2617	CHEMBL1229211	P22310
2618	CHEMBL1229211	P10632
2619	CHEMBL1229211	P06133
2620	CHEMBL1229211	Q5U3Y7
2621	CHEMBL1229211	Q9NPD5
2622	CHEMBL1229211	P04585
2623	CHEMBL1229211	Q72547
2624	CHEMBL1229211	O15245
2625	CHEMBL1229211	Q5BJF2
2626	CHEMBL1229211	Q92887
2627	CHEMBL1229211	P19224
2628	CHEMBL1229211	P20813
2629	CHEMBL1229211	Q9Y6L6
2630	CHEMBL1229211	Q62666
2631	CHEMBL1229211	Q60492
2632	CHEMBL1229211	Q9UNQ0
2633	CHEMBL1229211	O60656
2634	CHEMBL1229211	O15244
2635	CHEMBL1229211	P08183
2636	CHEMBL1229211	P0DTD1
2637	CHEMBL1229211	P08684
2638	CHEMBL1229211	P54855
2639	CHEMBL1229211	P16662
2640	CHEMBL1229211	P05177
2641	CHEMBL501849	A3EZI9
2642	CHEMBL501849	P25774
2643	CHEMBL501849	P0DTD1
2644	CHEMBL501849	D2K2A8
2645	CHEMBL501849	A3EZJ3
2646	CHEMBL2107834	P19686
2647	CHEMBL2107834	O43741
2648	CHEMBL2107834	Q9UGJ0
2649	CHEMBL2107834	P0DTD1
2650	CHEMBL2107834	Q9UGI9
2651	CHEMBL2107834	Q13131
2652	CHEMBL2107834	P54646
2653	CHEMBL2107834	P54619
2654	CHEMBL2107834	Q9Y478
2655	CHEMBL2028663	O00764
2656	CHEMBL2028663	P06213
2657	CHEMBL2028663	P49137
2658	CHEMBL2028663	Q92499
2659	CHEMBL2028663	O75460
2660	CHEMBL2028663	P22830
2661	CHEMBL2028663	P50750
2662	CHEMBL2028663	Q8TBX8
2663	CHEMBL2028663	Q9NYV4
2664	CHEMBL2028663	P12236
2665	CHEMBL2028663	Q86TW2
2666	CHEMBL2028663	P06239
2667	CHEMBL2028663	P29597
2668	CHEMBL2028663	P28482
2669	CHEMBL2028663	Q7KZI7
2670	CHEMBL2028663	Q9UBE8
2671	CHEMBL2028663	P51617
2672	CHEMBL2028663	Q96S53
2673	CHEMBL2028663	P22694
2674	CHEMBL2028663	Q13873
2675	CHEMBL2028663	P35580
2676	CHEMBL2028663	O14965
2677	CHEMBL2028663	P31751
2678	CHEMBL2028663	Q8IYD1
2679	CHEMBL2028663	P49748
2680	CHEMBL2028663	Q9P289
2681	CHEMBL2028663	P53350
2682	CHEMBL2028663	Q9UKE5
2683	CHEMBL2028663	P49841
2684	CHEMBL2028663	P19784
2685	CHEMBL2028663	Q9BZE4
2686	CHEMBL2028663	Q8N4C8
2687	CHEMBL2028663	P11274
2688	CHEMBL2028663	P11309
2689	CHEMBL2028663	P54756
2690	CHEMBL2028663	Q9UK32
2691	CHEMBL2028663	P53779
2692	CHEMBL2028663	Q9NSY1
2693	CHEMBL2028663	Q8NI60
2694	CHEMBL2028663	P45984
2695	CHEMBL2028663	P22612
2696	CHEMBL2028663	O60674
2697	CHEMBL2028663	Q9H773
2698	CHEMBL2028663	Q00536
2699	CHEMBL2028663	Q05513
2700	CHEMBL2028663	Q58FF8
2701	CHEMBL2028663	Q13131
2702	CHEMBL2028663	Q15746
